name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
FE_LEBT:DCH_D0880,HCOR,0.0,88.045945992,0.15,0.15,LEBT,C4,FE,D0880,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0880,VCOR,0.0,88.045945992,0.15,0.15,LEBT,C4,FE,D0880,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0880,DRIFT,0.379479588,88.330935786,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_161
FE_LEBT:PM_D0885,PM,0.0,88.52067558,0.15,0.15,LEBT,PM1,FE,D0885,PM,profile monitor (large fork)
FE_LEBT:PM_DFT_D0885_1,DRIFT,0.0589026,88.55012688,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_163
FE_LEBT:PM_DFT_D0885_2,DRIFT,0.0,88.57957818,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross ??
FE_LEBT:NEGP_D0886,PORT,0.0,88.57957818,0.15,0.15,LEBT,NEG-0,FE,D0886,NEGP,"getter pump, 3500 l/s"
FE_LEBT:NEGP_DFT_D0886,DRIFT,0.44376782,88.80146209,0.15,0.15,NONE,NONE,NONE,NONE,NONE,tube
FE_LEBT:QVE_D0891,EQUAD,0.2052,89.125946,0.15,0.15,LEBT,QUAD_Q7,FE,D0891,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0891,DRIFT,0.1298,89.293446,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_168
FE_LEBT:QHE_D0895,EQUAD,0.2052,89.460946,0.15,0.15,LEBT,QUAD_Q7,FE,D0895,QE,ES_quad_X
FE_LEBT:QE_DFT_D0895,DRIFT,0.1298,89.628446,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_170
FE_LEBT:QVE_D0898,EQUAD,0.2052,89.795946,0.15,0.15,LEBT,QUAD_Q7,FE,D0898,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0898,DRIFT,0.08215,89.939621,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_172
FE_LEBT:DCHV_D0901,COR,0.1905,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0901,HCOR,0.0,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0901,VCOR,0.0,90.075946,0.15,0.15,LEBT,C4,FE,D0901,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0901_1,DRIFT,0.4207677452,90.3815798726,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_174
FE_LEBT:DCHV_DFT_D0901_2,DRIFT,0.0,90.5919637452,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross ??
FE_LEBT:NEGP_D0906,PORT,0.0,90.5919637452,0.15,0.15,LEBT,NEG-0,FE,D0906,NEGP,"getter pump, 3500 l/s"
FE_LEBT:NEGP_DFT_D0906_1,DRIFT,0.5774618548,90.8806946726,0.15,0.15,NONE,NONE,NONE,NONE,NONE,tube
FE_LEBT:NEGP_DFT_D0906_2,DRIFT,0.0,91.1694256,0.15,0.15,NONE,NONE,NONE,NONE,NONE,4 way cross
FE_LEBT:PM_D0912,PM,0.0,91.1694256,0.15,0.15,LEBT,PM1,FE,D0912,PM,profile monitor (large fork)
FE_LEBT:PM_DFT_D0912,DRIFT,0.5026704,91.4207608,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow
FE_LEBT:QHE_D0918,EQUAD,0.2052,91.774696,0.15,0.15,LEBT,QUAD_Q7,FE,D0918,QE,ES_quad_X
FE_LEBT:QE_DFT_D0918,DRIFT,0.1298,91.942196,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_183
FE_LEBT:QVE_D0921,EQUAD,0.2052,92.109696,0.15,0.15,LEBT,QUAD_Q7,FE,D0921,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0921,DRIFT,0.1298,92.277196,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_185
FE_LEBT:QHE_D0924,EQUAD,0.2052,92.444696,0.15,0.15,LEBT,QUAD_Q7,FE,D0924,QE,ES_quad_X
FE_LEBT:QE_DFT_D0924,DRIFT,0.23715,92.665871,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_187
FE_LEBT:DCHV_D0929,COR,0.1905,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCHV,corrector+bellow+tube
FE_LEBT:DCH_D0929,HCOR,0.0,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0929,VCOR,0.0,92.879696,0.15,0.15,LEBT,C4,FE,D0929,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0929,DRIFT,0.11975,93.034821,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_189
FE_LEBT:DVE_D0936,EBEND,1.0,93.594696,0.15,0.1,LEBT,BEND_D7,FE,D0936,DVE,ES_bender 2
FE_LEBT:NEGP_D0936,PORT,0.0,94.094696,0.15,0.1,LEBT,NEG-0,FE,D0936,NEGP,"getter pump, 3500 l/s"
FE_LEBT:NEGP_DFT_D0936_1,DRIFT,3e-06,94.0946975,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_192
FE_LEBT:NEGP_DFT_D0936_2,DRIFT,0.123508742,94.156453371,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_193
